address,square_feet,land_area,year_built,property_class,use_type,market_value
6478 W NORTH,9916.0,10235.0,1953,,WAREHOUSE,882259.573333333
1961 N NASHVILLE,68634.0,38463.0,1957,,WAREHOUSE,3747988.3499999996
6450 W CORTLAND,60000.0,122982.0,1957,,WAREHOUSE,3276500.0
6500 W CORTLAND,93028.0,155786.0,1956,,WAREHOUSE,5080104.0333333295
6250 W GRAND,3809.0,6244.0,1952,,WAREHOUSE,338899.42666666704
6100 W GRAND,32152.0,31424.0,1921,,WAREHOUSE,1871246.4
6017 W GRAND,5300.0,6250.0,1930,,WAREHOUSE,444140.0
5604 W BELDEN,17922.0,57305.0,1946,,WAREHOUSE,1302630.7
5922 W GRAND,6000.0,7366.0,1932,,WAREHOUSE,502800.0
5943 W GRAND,4750.0,6177.0,1926,,WAREHOUSE,398050.0
5919 W GRAND,5000.0,6250.0,1951,,WAREHOUSE,444866.666666667
5817 W GRAND,1982.0,3125.0,1960,,WAREHOUSE,176345.14666666702
5813 W GRAND,3100.0,3125.0,1965,,WAREHOUSE,275817.3333333331
2101 N MONITOR,5000.0,6250.0,1932,,WAREHOUSE,419000.0
5757 W GRAND,6316.0,6492.0,1950,,WAREHOUSE,561955.573333333
5709 W GRAND,4840.0,6500.0,1960,,WAREHOUSE,430630.9333333331
2100 N MAJOR,14850.0,24880.0,1914,,WAREHOUSE,1013512.5
5313 W GRAND,16750.0,17125.0,1961,,WAREHOUSE,1217445.83333333
1967 N LOCKWOOD,5642.0,6608.0,1947,,WAREHOUSE,501987.546666667
1941 N LOCKWOOD,3150.0,8486.0,1961,,WAREHOUSE,280266.0
5241 W GRAND,11834.0,12543.0,1950,,WAREHOUSE,860134.5666666671
5229 W GRAND,11802.0,7646.0,1955,,WAREHOUSE,857808.7
5003 W FULLERTON,3200.0,5850.0,1960,,WAREHOUSE,284714.666666667
2142 N CICERO,1543.0,3125.0,1938,,WAREHOUSE,137285.85333333298
4842 W ARMITAGE,2000.0,13512.0,1999,,WAREHOUSE,191476.92307692298
1840 N LOREL,18380.0,20408.0,2001,,WAREHOUSE,1442476.53846154
1821 N LONG,6900.0,11250.0,1946,,WAREHOUSE,613916.0
1835 N LOREL,6700.0,7500.0,1974,,WAREHOUSE,596121.3333333331
1820 N LOCKWOOD,10403.0,11250.0,1970,,WAREHOUSE,756124.716666667
1817 N LOREL,4740.0,11250.0,1943,,WAREHOUSE,421733.6
1824 N LATROBE,9000.0,11289.0,1958,,WAREHOUSE,800760.0
1814 N LATROBE,2160.0,3763.0,1954,,WAREHOUSE,192182.4
1825 N LATROBE,2880.0,7500.0,1966,,WAREHOUSE,256243.2
1824 N LARAMIE,8256.0,15024.0,1987,,WAREHOUSE,790416.7384615381
5149 W GRAND,4250.0,4420.0,1960,,WAREHOUSE,378136.666666667
5162 W HOMER,11300.0,11000.0,1965,,WAREHOUSE,821321.6666666671
5146 W HOMER,11000.0,8285.0,1960,,WAREHOUSE,799516.6666666671
5140 W HOMER,1100.0,2749.0,1961,,WAREHOUSE,97870.6666666667
5144 W HOMER,2375.0,5460.0,1946,,WAREHOUSE,211311.666666667
5013 W ARMITAGE,40859.0,30426.0,1964,,WAREHOUSE,2231241.8916666694
5007 W ARMITAGE,55000.0,14752.0,1945,,WAREHOUSE,3003458.3333333293
4915 W ARMITAGE,6500.0,6240.0,1960,,WAREHOUSE,578326.6666666671
2300 N KNOX,13800.0,11454.0,1928,,WAREHOUSE,941850.0
4459 W FULLERTON,1250.0,3125.0,1921,,WAREHOUSE,104750.0
4455 W FULLERTON,17597.0,19690.0,1923,,WAREHOUSE,1200995.25
2223 N KNOX,8518.0,9110.0,1966,,WAREHOUSE,757874.8533333332
2219 N KNOX,13359.0,13725.0,1946,,WAREHOUSE,970976.65
2201 N KNOX,24621.0,22962.0,1943,,WAREHOUSE,1525517.1600000001
4615 W BELDEN,6100.0,9102.0,1982,,WAREHOUSE,542737.3333333331
4531 W LYNDALE,73620.0,84026.0,1966,,WAREHOUSE,4020265.5
4527 W LYNDALE,72540.0,44718.0,1963,,WAREHOUSE,3961288.5
4554 W PALMER,12500.0,16751.0,1932,,WAREHOUSE,853125.0
4546 W PALMER,1400.0,6675.0,1983,,WAREHOUSE,124562.666666667
4538 W PALMER,7007.0,10012.0,1927,,WAREHOUSE,587186.6
4532 W PALMER,9360.0,6675.0,1907,,WAREHOUSE,784368.0
2107 N CICERO,2775.0,3000.0,1958,,WAREHOUSE,246901.0
2101 N CICERO,6597.0,7020.0,1927,,WAREHOUSE,552828.6
4545 W PALMER,214903.0,306457.0,1921,,WAREHOUSE,8257647.775
4500 W ARMITAGE,228900.0,118578.0,1933,,WAREHOUSE,8795482.5
4550 W DICKENS,42000.0,59628.0,1947,,WAREHOUSE,2293550.0
4600 W MCLEAN,5152.0,30550.0,1981,,WAREHOUSE,458390.61333333305
4712 W ARMITAGE,3000.0,3150.0,1945,,WAREHOUSE,266920.0
4708 W ARMITAGE,8429.0,9450.0,1929,,WAREHOUSE,706350.2
2019 N KOLMAR,22488.0,22474.0,1934,,WAREHOUSE,1308801.6
4514 W ARMITAGE,13437.0,26691.0,1981,,WAREHOUSE,976645.9500000001
4660 W ARMITAGE,17218.0,13593.0,1977,,WAREHOUSE,1251461.63333333
4006 W BELDEN,41660.0,20637.0,1924,,WAREHOUSE,2129867.5
2242 N PULASKI,19924.0,11157.0,1932,,WAREHOUSE,1359813.0
5007 W LAWRENCE,5450.0,6250.0,1918,,WAREHOUSE,456710.0
4715 N LAMON,35284.0,24463.0,1961,,WAREHOUSE,2186196.64
4825 W LAWRENCE,32429.0,116905.0,1936,,WAREHOUSE,2009300.84
4549 N MILWAUKEE,5999.0,6250.0,1933,,WAREHOUSE,502716.2
4827 W WILSON,4020.0,4313.0,1955,,WAREHOUSE,357672.8
4831 W WILSON,1200.0,1570.0,1996,,WAREHOUSE,114886.153846154
3303 N KNOX,5350.0,5462.0,1948,,WAREHOUSE,476007.3333333331
4533 W ROSCOE,113155.0,181756.0,1951,,WAREHOUSE,4663683.324999999
4601 W ROSCOE,21742.0,27312.0,1957,,WAREHOUSE,1347134.32
3250 N KILPATRICK,17794.0,24525.0,1954,,WAREHOUSE,1293327.23333333
3250 N KILPATRICK,23806.0,29975.0,1957,,WAREHOUSE,1475019.76
4550 W BELMONT,9600.0,94786.0,2015,,WAREHOUSE,919089.230769231
3251 N KILPATRICK,10037.0,41625.0,2006,,WAREHOUSE,787711.480769231
3213 N KILPATRICK,27700.0,44400.0,1969,,WAREHOUSE,1716292.0
4440 W BELMONT,2970.0,6250.0,1924,,WAREHOUSE,248886.0
3590 N MILWAUKEE,7500.0,9375.0,1969,,WAREHOUSE,667300.0
3563 N MILWAUKEE,12100.0,15000.0,1964,,WAREHOUSE,879468.3333333331
3535 N MILWAUKEE,7500.0,7500.0,1970,,WAREHOUSE,667300.0
3361 N MILWAUKEE,3643.0,2964.0,1919,,WAREHOUSE,305283.4
4337 W SCHOOL,2400.0,8078.0,2005,,WAREHOUSE,229772.30769230798
4340 W MELROSE,13122.0,11297.0,1928,,WAREHOUSE,895576.5
4331 W MELROSE,21582.0,21542.0,1970,,WAREHOUSE,1337220.72
4250 W BELMONT,28800.0,15000.0,1967,,WAREHOUSE,1784448.0
4128 W BELMONT,6200.0,6250.0,1925,,WAREHOUSE,519560.0
4120 W BELMONT,5983.0,6250.0,1935,,WAREHOUSE,501375.4
4108 W BELMONT,9043.0,12413.0,1930,,WAREHOUSE,757803.4
3811 N PULASKI,4350.0,11260.0,1916,,WAREHOUSE,364530.0
3925 N ELSTON,22939.0,22685.0,1991,,WAREHOUSE,1534089.7384615398
3944 N SAWYER,66820.0,33375.0,1957,,WAREHOUSE,3648928.8333333293
3916 N ELSTON,6530.0,6750.0,1930,,WAREHOUSE,547214.0
3908 N ELSTON,14108.0,17184.0,1926,,WAREHOUSE,962871.0
3812 N ELSTON,6169.0,7476.0,1911,,WAREHOUSE,516962.2
3687 N ELSTON,6634.0,7543.0,1968,,WAREHOUSE,590249.093333333
3665 N ELSTON,1890.0,2754.0,1967,,WAREHOUSE,168159.6
3662 N ELSTON,6750.0,6750.0,1930,,WAREHOUSE,565650.0
3217 N PULASKI,24700.0,20336.0,1933,,WAREHOUSE,1437540.0
3800 W BELMONT,2940.0,9218.0,1950,,WAREHOUSE,261581.6
3740 W BELMONT,20182.0,24896.0,1967,,WAREHOUSE,1250476.72
3349 N ELSTON,59776.0,44222.0,1971,,WAREHOUSE,3536555.07692308
3328 N ELSTON,9375.0,9375.0,1928,,WAREHOUSE,785625.0
3324 N ELSTON,21599.0,28125.0,1977,,WAREHOUSE,1338274.04
3210 N TROY,11781.0,15540.0,1998,,WAREHOUSE,924581.942307692
2920 W BELMONT,2928.0,3000.0,1969,,WAREHOUSE,260513.91999999998
3228 N CAMPBELL,33592.0,14850.0,1994,,WAREHOUSE,2246529.6
3215 N CALIFORNIA,3047.0,3741.0,1984,,WAREHOUSE,271101.746666667
2726 W BELMONT,7500.0,9000.0,1968,,WAREHOUSE,667300.0
2714 W BELMONT,2925.0,3000.0,1930,,WAREHOUSE,245115.0
2712 W BELMONT,4280.0,6000.0,1955,,WAREHOUSE,380805.866666667
3747 W BELMONT,13077.0,13187.0,1923,,WAREHOUSE,892505.25
3737 W BELMONT,11616.0,8125.0,1924,,WAREHOUSE,792792.0
2943 N PULASKI,12256.0,12300.0,1916,,WAREHOUSE,836472.0
2935 N PULASKI,7100.0,6150.0,1935,,WAREHOUSE,594980.0
2921 N PULASKI,9376.0,18327.0,1945,,WAREHOUSE,834213.973333333
3419 W BELMONT,7250.0,6250.0,1930,,WAREHOUSE,607550.0
3309 W BELMONT,7620.0,10593.0,1987,,WAREHOUSE,729527.076923077
3307 W BELMONT,6630.0,7918.0,1972,,WAREHOUSE,589893.2
3112 N KEDZIE,9225.0,9225.0,1931,,WAREHOUSE,773055.0
2731 N PULASKI,9300.0,9375.0,1931,,WAREHOUSE,779340.0
2641 N PULASKI,25875.0,24441.0,1923,,WAREHOUSE,1505925.0
2541 N PULASKI,8000.0,8000.0,1927,,WAREHOUSE,670400.0
2537 N PULASKI,3676.0,4500.0,1949,,WAREHOUSE,327065.9733333331
2439 N PULASKI,12500.0,12500.0,1973,,WAREHOUSE,908541.6666666671
4601 W BELMONT,143355.0,205392.0,1957,,WAREHOUSE,5908376.324999999
4509 W BELMONT,4400.0,5150.0,1958,,WAREHOUSE,391482.666666667
4453 W BELMONT,2500.0,5150.0,1959,,WAREHOUSE,222433.333333333
4447 W BELMONT,2550.0,2575.0,1969,,WAREHOUSE,226882.0
4435 W BELMONT,10206.0,11284.0,1964,,WAREHOUSE,741806.1
2704 N PULASKI,10422.0,15561.0,1909,,WAREHOUSE,711301.5
4009 W PARKER,5400.0,6667.0,1922,,WAREHOUSE,516987.69230769196
4015 W SCHUBERT,1452.0,5916.0,1942,,WAREHOUSE,129189.28
4053 W PARKER,9375.0,9487.0,1958,,WAREHOUSE,785625.0
4048 W SCHUBERT,18204.0,18854.0,1943,,WAREHOUSE,1323127.4
4212 W DRUMMOND,21313.0,22556.0,1935,,WAREHOUSE,1240416.6
4230 W DRUMMOND,35964.0,27698.0,1935,,WAREHOUSE,2093104.8
4201 W SCHUBERT,11250.0,15037.0,1953,,WAREHOUSE,817687.5
4228 W WRIGHTWOOD,33519.0,40062.0,1949,,WAREHOUSE,2076837.24
4223 W DRUMMOND,49844.0,50036.0,1948,,WAREHOUSE,2721897.76666667
4201 W WRIGHTWOOD,33925.0,34423.0,1927,,WAREHOUSE,1974435.0
2541 N KEELER,44835.0,99913.0,1928,,WAREHOUSE,2292189.3749999995
4123 W WRIGHTWOOD,750.0,63248.0,1936,,WAREHOUSE,66730.0
2501 N KEELER,31990.0,179393.0,1962,,WAREHOUSE,1982100.4
2443 N KEELER,42467.0,28944.0,1924,,WAREHOUSE,2171125.3749999995
4040 W FULLERTON,94333.0,80586.0,1935,,WAREHOUSE,5581066.81730769
4120 W FULLERTON,40830.0,67429.0,1927,,WAREHOUSE,2087433.75
4029 W WRIGHTWOOD,78944.0,66000.0,1946,,WAREHOUSE,4311000.266666669
4154 W FULLERTON,19630.0,31310.0,1931,,WAREHOUSE,1339747.5
2540 N PULASKI,11817.0,17616.0,1936,,WAREHOUSE,858898.9500000001
2444 N PULASKI,19885.0,41068.0,1938,,WAREHOUSE,1445308.08333333
2410 N PULASKI,27842.0,55064.0,1975,,WAREHOUSE,1725090.32
5250 W DIVERSEY,2299.0,6250.0,1967,,WAREHOUSE,204549.693333333
5017 W BELMONT,4836.0,13000.0,1960,,WAREHOUSE,430275.04
5005 W BELMONT,9890.0,10000.0,1959,,WAREHOUSE,879946.2666666671
5441 W DIVERSEY,1625.0,3125.0,1997,,WAREHOUSE,155575.0
2517 N CENTRAL,9375.0,9525.0,1963,,WAREHOUSE,834125.0
2415 N LINDER,2510.0,6350.0,1932,,WAREHOUSE,210338.0
2458 N LARAMIE,6111.0,10262.0,1961,,WAREHOUSE,543716.04
2612 N CICERO,11190.0,5952.0,1925,,WAREHOUSE,763717.5
2614 N CICERO,3780.0,5952.0,1980,,WAREHOUSE,336319.2
2608 N CICERO,5904.0,5952.0,1916,,WAREHOUSE,494755.2
5707 W GRAND,14760.0,11047.0,1960,,WAREHOUSE,1072806.0
5801 W DICKENS,108994.0,133743.0,1923,,WAREHOUSE,4188094.4499999997
5750 W ARMITAGE,28608.0,37365.0,1979,,WAREHOUSE,1772551.6800000002
5724 W ARMITAGE,15191.0,16829.0,1912,,WAREHOUSE,1036785.75
5714 W ARMITAGE,46204.0,26854.0,1936,,WAREHOUSE,2523123.4333333294
2028 N MAJOR,46987.0,62389.0,1914,,WAREHOUSE,2402210.3749999995
2037 N MAJOR,2163.0,6225.0,1983,,WAREHOUSE,192449.31999999998
2007 N MAJOR,8910.0,9125.0,1954,,WAREHOUSE,792752.4
2001 N MAJOR,4663.0,5125.0,1942,,WAREHOUSE,414882.65333333303
2022 N PARKSIDE,9250.0,6200.0,1981,,WAREHOUSE,823003.3333333331
2016 N PARKSIDE,19044.0,23875.0,1953,,WAREHOUSE,1384181.4
2010 N PARKSIDE,7494.0,14500.0,1945,,WAREHOUSE,666766.16
2031 N MAJOR,6445.0,8964.0,1947,,WAREHOUSE,573433.1333333331
2021 N MAJOR,19716.0,19359.0,1949,,WAREHOUSE,1433024.6
5627 W GRAND,6927.0,7512.0,2017,,WAREHOUSE,663180.3230769231
5619 W GRAND,2953.0,3225.0,1965,,WAREHOUSE,262738.25333333306
5617 W GRAND,9639.0,6492.0,1935,,WAREHOUSE,807748.2
2025 N PARKSIDE,2300.0,3150.0,1959,,WAREHOUSE,204638.666666667
2001 N PARKSIDE,19488.0,30100.0,1952,,WAREHOUSE,1416452.8
6308 W CORTLAND,584122.0,1003689.0,1965,,WAREHOUSE,24074588.23
6254 W NORTH,2050.0,9375.0,1952,,WAREHOUSE,182395.333333333
5648 W BLOOMINGDALE,22116.0,33235.0,1947,,WAREHOUSE,1370307.36
5610 W BLOOMINGDALE,99906.0,83830.0,1948,,WAREHOUSE,5455700.149999999
1755 N MONITOR,46630.0,55868.0,1943,,WAREHOUSE,2546386.5833333298
1835 N MAJOR,35415.0,37538.0,2010,,WAREHOUSE,2368446.2307692296
1840 N MAJOR,73037.0,104582.0,1961,,WAREHOUSE,3988428.8416666696
5401 W GRAND,87212.0,147643.0,1978,,WAREHOUSE,4762501.96666667
5320 W GRAND,2845.0,7039.0,1971,,WAREHOUSE,253129.133333333
5007 W ARMITAGE,5122.0,5625.0,1937,,WAREHOUSE,455721.4133333331
4931 W ARMITAGE,23870.0,19399.0,1964,,WAREHOUSE,1478985.2
4877 W ARMITAGE,2775.0,3125.0,1925,,WAREHOUSE,232545.0
4839 W ARMITAGE,2675.0,3125.0,1972,,WAREHOUSE,238003.666666667
4833 W ARMITAGE,3959.0,4628.0,1963,,WAREHOUSE,352245.42666666704
1908 N CICERO,5412.0,6250.0,1928,,WAREHOUSE,453525.6
5175 W HOMER,3470.0,3978.0,1954,,WAREHOUSE,308737.466666667
5153 W HOMER,5750.0,6050.0,1999,,WAREHOUSE,550496.153846154
5139 W HOMER,12078.0,13600.0,1949,,WAREHOUSE,877869.3
1925 N LEAMINGTON,11175.0,11390.0,1926,,WAREHOUSE,762693.75
1919 N LECLAIRE,3000.0,3750.0,1951,,WAREHOUSE,266920.0
5013 W GRAND,7875.0,8244.0,1968,,WAREHOUSE,700665.0
4925 W GRAND,7500.0,11275.0,1958,,WAREHOUSE,667300.0
5008 W BLOOMINGDALE,135627.0,193314.0,1927,,WAREHOUSE,5211467.475000001
4929 W GRAND,5900.0,11925.0,1971,,WAREHOUSE,524942.6666666671
1832 N LAMON,61548.0,77141.0,1944,,WAREHOUSE,3361033.7
4930 W BLOOMINGDALE,38895.0,59638.0,1958,,WAREHOUSE,2409934.2
4920 W BLOOMINGDALE,55712.0,49119.0,1944,,WAREHOUSE,3042339.4666666696
4900 W BLOOMINGDALE,15824.0,40694.0,1944,,WAREHOUSE,1150141.0666666701
4925 W GRAND,5500.0,6900.0,1966,,WAREHOUSE,489353.3333333331
4866 W CORTLAND,2800.0,3257.0,1962,,WAREHOUSE,249125.333333333
4880 W CORTLAND,8954.0,11160.0,1963,,WAREHOUSE,796667.226666667
1812 N LECLAIRE,12500.0,6650.0,2010,,WAREHOUSE,981009.615384615
4850 W BLOOMINGDALE,81996.0,120304.0,1926,,WAREHOUSE,4192045.5
4821 W CORTLAND,8536.0,12400.0,1932,,WAREHOUSE,715316.8
4835 W GRAND,17400.0,14354.0,1919,,WAREHOUSE,1187550.0
4817 W GRAND,17000.0,15406.0,1938,,WAREHOUSE,1235616.6666666702
4835 W GRAND,14528.0,14214.0,1944,,WAREHOUSE,1055943.46666667
4829 W GRAND,14085.0,14327.0,1930,,WAREHOUSE,961301.25
4844 W NORTH,5400.0,5400.0,1935,,WAREHOUSE,452520.0
4641 W FULLERTON,6970.0,9375.0,1956,,WAREHOUSE,620144.1333333331
4633 W FULLERTON,8782.0,11250.0,1955,,WAREHOUSE,781363.8133333331
4701 W CORTLAND,113110.0,171582.0,1947,,WAREHOUSE,4661828.649999999
4647 W ARMITAGE,39616.0,42130.0,1953,,WAREHOUSE,2454607.36
4625 W ARMITAGE,9152.0,9375.0,1929,,WAREHOUSE,766937.6
4517 W ARMITAGE,15625.0,15625.0,1928,,WAREHOUSE,1066406.25
4509 W ARMITAGE,8625.0,9375.0,1971,,WAREHOUSE,767395.0
4505 W ARMITAGE,3013.0,3125.0,1928,,WAREHOUSE,252489.4
4522 W HOMER,48240.0,50840.0,1967,,WAREHOUSE,2634306.0
4453 W ARMITAGE,2976.0,3000.0,1985,,WAREHOUSE,264784.63999999996
4449 W ARMITAGE,7900.0,9911.0,1929,,WAREHOUSE,662020.0
4625 W HOMER,1050.0,3125.0,1975,,WAREHOUSE,93422.0
4615 W HOMER,15625.0,15625.0,1968,,WAREHOUSE,1135677.08333333
4516 W CORTLAND,57677.0,68703.0,1915,,WAREHOUSE,2948736.625
4500 W CORTLAND,32000.0,17484.0,1919,,WAREHOUSE,1862400.0
4427 W CORTLAND,11970.0,57064.0,2008,,WAREHOUSE,939414.8076923081
4535 W CORTLAND,53656.0,76086.0,1965,,WAREHOUSE,2930064.7333333297
1734 N KOLMAR,87632.0,173893.0,1918,,WAREHOUSE,4480186.0
4701 W GRAND,29346.0,19969.0,1923,,WAREHOUSE,1707937.2
1741 N KEATING,2297.0,3483.0,1963,,WAREHOUSE,204371.74666666702
4706 W NORTH,11350.0,7500.0,1953,,WAREHOUSE,824955.8333333331
4700 W NORTH,8602.0,8700.0,1996,,WAREHOUSE,823542.2461538462
4575 W GRAND,4790.0,9830.0,1947,,WAREHOUSE,426182.266666667
1622 N KENTON,728.0,3360.0,1929,,WAREHOUSE,61006.4
4554 W NORTH,10490.0,9720.0,1962,,WAREHOUSE,762448.1666666671
1620 N KOLMAR,5600.0,6809.0,1947,,WAREHOUSE,498250.666666667
1626 N KILBOURN,4851.0,4200.0,1929,,WAREHOUSE,406513.8
1624 N KILBOURN,3850.0,3125.0,1932,,WAREHOUSE,322630.0
4520 W NORTH,6250.0,10375.0,1923,,WAREHOUSE,523750.0
4516 W NORTH,3125.0,3125.0,1993,,WAREHOUSE CONDO,299182.69230769196
4514 W NORTH,3225.0,3125.0,1929,,WAREHOUSE,270255.0
4309 W ARMITAGE,12500.0,12500.0,1928,,WAREHOUSE,853125.0
4241 W ARMITAGE,2684.0,3125.0,1966,,WAREHOUSE,238804.426666667
6553 N OLMSTED,4550.0,7130.0,1928,,WAREHOUSE,404828.666666667
6551 N OLMSTED,5616.0,6016.0,1971,,WAREHOUSE,499674.24
6467 N AVONDALE,45000.0,23400.0,1953,,WAREHOUSE,2662355.7692307704
6421 N AVONDALE,21995.0,54684.0,1952,,WAREHOUSE,1362810.2
6437 N AVONDALE,22930.0,30122.0,1958,,WAREHOUSE,1420742.8
6459 N AVONDALE,24030.0,15000.0,1958,,WAREHOUSE,1488898.8
6455 N AVONDALE,12253.0,15000.0,1967,,WAREHOUSE,890588.8833333331
7290 W DEVON,3750.0,5500.0,1969,,WAREHOUSE,333650.0
6637 N AVONDALE,15881.0,27354.0,1973,,WAREHOUSE,1154284.01666667
6559 N AVONDALE,11140.0,16000.0,1993,,WAREHOUSE,874275.7692307689
5835 W TOUHY,4000.0,60000.0,1974,,WAREHOUSE,355893.3333333331
7054 N LEHIGH,12420.0,32676.0,1963,,WAREHOUSE,902727.0
7050 N LEHIGH,18690.0,34832.0,1967,,WAREHOUSE,1358451.5
5212  SHAPLAND,10800.0,21117.0,1981,,WAREHOUSE,784980.0
9737 W FARRAGUT,11200.0,17867.0,1985,,WAREHOUSE,814053.3333333331
9755 W FARRAGUT,11200.0,20160.0,1985,,WAREHOUSE,814053.3333333331
5210 N OTTO,7298.0,16493.0,1971,,WAREHOUSE,649327.3866666671
5200 N OTTO,2899.0,10704.0,1967,,WAREHOUSE,257933.693333333
5213 N OTTO,12496.0,16470.0,1969,,WAREHOUSE,908250.9333333331
9706 W FOSTER,13200.0,21267.0,1973,,WAREHOUSE,959420.0
5207 N ROSE,11482.0,13786.0,1979,,WAREHOUSE,834550.0333333331
5201 N ROSE,9294.0,13786.0,1973,,WAREHOUSE,826918.16
5156 N WESLEY,9459.0,13361.0,1966,,WAREHOUSE,841598.76
5736 N WESTERN,5150.0,5562.0,1952,,WAREHOUSE,458212.666666667
6227 N PULASKI,1844.0,6926.0,1925,,WAREHOUSE,164066.82666666698
6214 N PULASKI,6116.0,21473.0,1955,,WAREHOUSE,544160.9066666671
6126 N PULASKI,11456.0,6206.0,1958,,WAREHOUSE,832660.2666666671
6145 W DIVERSEY CHICAGO,6250.0,6250.0,1963,"5-17, 5-17",Retail-Industrial Supply,561000.0
3750 W NORTH,4000.0,6365.0,1976,,WAREHOUSE,355893.3333333331
3223 W ARMITAGE,11250.0,11250.0,1924,,WAREHOUSE,767812.5
1757 N CENTRAL PARK,28000.0,15045.0,1921,,WAREHOUSE,1629600.0
1744 N KIMBALL,16216.0,8850.0,1957,,WAREHOUSE,1178632.9333333299
6311 N Pulaski,2500.0,2925.0,1970,,WAREHOUSE,222433.333333333
4025 W Peterson,83399.0,286284.0,2020,,WAREHOUSE,3741567.8288461496
4141 W George,66174.0,74466.0,2002,,Warehouse,3915082.90384615
3727 N KEDZIE CHICAGO,4464.0,9375.0,1965,5-17,Retail-Industrial Supply,368000.0
1811 N KEYSTONE,12452.0,29291.0,1945,,WAREHOUSE,905052.8666666672
1751 N TRIPP,9287.0,9375.0,1940,,WAREHOUSE,826295.3466666671
1659 N LOWELL,4875.0,4875.0,1911,,WAREHOUSE,408525.0
1637 N LOWELL,15525.0,15625.0,1926,,WAREHOUSE,1059581.25
1635 N LOWELL,2560.0,4687.0,2008,,WAREHOUSE,245090.461538462
2307 N PULASKI,4406.0,4543.0,1921,,WAREHOUSE,369222.8
2323 N PULASKI,19810.0,10173.0,1922,,WAREHOUSE,1352032.5
2230 N SPRINGFIELD,69097.0,76327.0,1919,,WAREHOUSE,3532584.125
3914 W SHAKESPEARE,15875.0,15487.0,1917,,WAREHOUSE,1083468.75
3952 W SHAKESPEARE,9977.0,45453.0,1924,,WAREHOUSE,836072.6
2121 N PULASKI,4884.0,6300.0,1921,,WAREHOUSE,409279.2
3935 W SHAKESPEARE,15689.0,13205.0,1978,,WAREHOUSE,1140328.8166666701
3939 W DICKENS,3602.0,3138.0,1938,,WAREHOUSE,320481.946666667
3945 W MCLEAN,1600.0,3138.0,1958,,WAREHOUSE,142357.333333333
3929 W MCLEAN,57955.0,57714.0,1967,,WAREHOUSE,3164825.9583333293
3933 W DICKENS,3125.0,3131.0,1959,,WAREHOUSE,278041.666666667
3912 W MCLEAN,23425.0,49070.0,1952,,WAREHOUSE,1451413.0
3319 W FULLERTON,13304.0,6922.0,1916,,WAREHOUSE,907998.0
3212 W ARMITAGE,7375.0,7375.0,1921,,WAREHOUSE,618025.0
3913 W ARMITAGE,13200.0,13200.0,1921,,WAREHOUSE,900900.0
1938 N SPRINGFIELD,6136.0,6300.0,1932,,WAREHOUSE,514196.8
3903 W ARMITAGE,6241.0,7733.0,1934,,WAREHOUSE,522995.8
3815 W CORTLAND,51956.0,23116.0,1948,,WAREHOUSE,2837230.5666666697
3745 W CORTLAND,119840.0,127215.0,1949,,WAREHOUSE,4939205.6
1750 N SPRINGFIELD,25200.0,28344.0,1931,,WAREHOUSE,1466640.0
1749 N HARDING,4000.0,19684.0,1905,,WAREHOUSE,335200.0
3718 W NORTH,6696.0,7438.0,1954,,WAREHOUSE,595765.4400000001
6116 N PULASKI CHICAGO,2700.0,6206.0,1954,"5-93, 5-93",Industrial-Storage Warehouses,256000.0
6553 N OLMSTED CHICAGO,4550.0,7130.0,1926,5-93,Industrial-Storage Warehouses,366000.0
6551 N OLMSTED CHICAGO,5616.0,6016.0,1969,5-93,Industrial-Storage Warehouses,414000.0
6467 N AVONDALE CHICAGO,46523.0,38400.0,1951,"5-93, 5-93",Industrial-Light Manufacturing,3120000.0
6421 N AVONDALE CHICAGO,21995.0,54684.0,1947,5-93,Industrial-Light Manufacturing,1475000.0
6437 N AVONDALE CHICAGO,22930.0,30122.0,1953,5-93,Industrial-Storage Warehouses,1538000.0
6501 N AVONDALE CHICAGO,38376.0,57000.0,1956,5-93,Industrial-Light Manufacturing,2573000.0
6455 N AVONDALE CHICAGO,12253.0,15000.0,1962,5-93,Industrial-Storage Warehouses,904000.0
7290 W DEVON CHICAGO,3750.0,5500.0,1963,5-93,Industrial-Storage Warehouses,302000.0
6545 N AVONDALE CHICAGO,15881.0,27354.0,1967,5-93,Industrial-Storage Warehouses,1171000.0
6575 N AVONDALE CHICAGO,4000.0,8000.0,1980,5-93,Industrial-Storage Warehouses,322000.0
6571 N AVONDALE CHICAGO,4000.0,8000.0,1980,5-93,Industrial- Flex,322000.0
6559 N AVONDALE CHICAGO,11140.0,16000.0,1988,"5-93, 5-93",Industrial-Storage Warehouses,822000.0
6577 N AVONDALE CHICAGO,1914.0,10200.0,1982,5-93,Industrial- Flex,192000.0
6479 N AVONDALE CHICAGO,16607.0,23188.0,1949,5-93,Industrial-Storage Warehouses,1225000.0
7054 N LEHIGH CHICAGO,12448.0,32676.0,1958,5-93,Industrial-Storage Warehouses,1194000.0
7050 N LEHIGH CHICAGO,18690.0,34832.0,1970,5-93,Industrial- Flex,1629000.0
5212  SHAPLAND CHICAGO,10951.0,28531.0,1978,"5-93, 5-80",Industrial-Storage Warehouses,734000.0
9830 W FOSTER CHICAGO,11843.0,18581.0,1980,5-93,Industrial-Storage Warehouses,794000.0
9800 W FOSTER CHICAGO,26040.0,42756.0,1980,5-93,Industrial-Storage Warehouses,1587000.0
